student_id,score_percentage,hard_question_accuracy,hint_usage_percentage,avg_confidence,answer_changes_rate,tab_switches_rate,avg_time_per_question,review_percentage,avg_first_action_latency,clicks_per_question,performance_trend,mastery_level,mastery_level_name
STU0746,83.39,84.16,93.52,4.12,0.17,0.0,67.61,0.0,39.67,2.34,-0.02,2,proficient
STU0747,71.96,38.9,6.99,3.42,0.2,0.47,5.45,0.0,0.5,1.4,0.32,1,developing
STU0748,0.0,0.0,0.0,2.28,0.18,0.07,35.31,29.89,34.1,1.06,0.3,0,at_risk
STU0749,46.52,48.86,25.47,2.34,0.0,0.0,83.39,10.51,60.0,1.0,0.15,1,developing
STU0750,25.25,19.65,22.29,2.97,0.29,0.0,1.0,12.53,0.5,2.78,0.22,0,at_risk
STU0751,41.7,16.52,0.0,2.76,0.08,0.57,86.11,12.91,60.0,1.02,-0.32,1,developing
STU0752,100.0,92.58,38.0,2.41,0.03,0.76,26.38,0.0,17.95,1.12,0.12,3,advanced
STU0753,38.07,23.16,0.0,3.31,0.47,0.53,1.0,39.34,0.5,2.58,0.17,0,at_risk
STU0754,0.0,0.0,41.83,2.84,0.0,0.0,1.0,4.74,0.5,1.39,0.49,0,at_risk
STU0755,79.96,86.64,88.53,3.33,0.09,0.81,101.58,5.98,60.0,2.83,0.18,2,proficient
STU0756,77.47,46.46,94.38,2.88,0.07,0.0,159.64,20.61,60.0,2.93,0.25,2,proficient
STU0757,48.27,52.22,1.36,2.97,0.0,0.0,104.93,24.67,60.0,1.38,-0.21,2,proficient
STU0758,46.62,38.52,23.95,3.04,0.26,0.29,58.6,34.06,47.32,1.88,-0.45,2,proficient
STU0759,58.23,46.58,33.28,3.16,0.5,0.0,1.0,21.73,0.5,2.48,0.19,2,proficient
STU0760,91.86,59.51,26.07,3.51,0.24,1.18,92.94,14.99,60.0,2.05,-0.2,2,proficient
STU0761,73.23,68.1,0.0,3.11,0.21,0.51,67.76,15.53,60.0,1.5,-0.26,3,advanced
STU0762,26.7,21.66,0.0,3.1,0.03,0.0,1.0,11.04,0.5,1.0,-0.14,0,at_risk
STU0763,56.57,66.67,29.26,2.54,0.31,0.53,15.46,0.0,6.56,1.74,0.26,1,developing
STU0764,43.58,21.75,55.9,3.47,0.15,0.35,17.95,18.89,7.87,2.46,-0.03,2,proficient
STU0765,93.88,48.34,100.0,2.48,0.0,0.2,55.89,28.36,16.58,3.02,-0.01,2,proficient
STU0766,62.57,52.53,33.99,2.95,0.0,0.32,79.15,0.0,60.0,1.7,-0.09,2,proficient
STU0767,78.43,55.39,0.0,3.11,0.0,0.19,19.66,10.02,19.29,1.0,-0.09,2,proficient
STU0768,59.6,50.2,45.35,2.81,0.3,0.23,1.0,16.37,0.5,2.53,0.55,2,proficient
STU0769,30.53,26.75,0.0,3.35,0.0,0.0,1.0,9.0,0.5,1.0,-0.39,0,at_risk
STU0770,100.0,80.15,0.0,3.64,0.0,0.72,36.67,6.09,46.14,1.0,-0.34,3,advanced
STU0771,51.59,66.24,4.57,2.93,0.14,0.11,36.52,0.0,51.08,1.0,-0.32,2,proficient
STU0772,52.87,73.28,0.0,4.07,0.23,0.55,1.0,15.75,0.5,1.93,-0.33,2,proficient
STU0773,50.48,32.95,1.77,3.51,0.19,0.63,1.0,26.84,0.5,1.55,0.35,1,developing
STU0774,46.03,15.97,23.35,3.59,0.0,0.0,43.71,5.64,42.4,1.33,0.06,1,developing
STU0775,41.02,35.64,0.0,3.71,0.01,0.53,6.94,7.89,0.5,1.0,-0.58,0,at_risk
STU0776,22.57,8.73,29.97,3.46,0.04,0.0,1.0,13.19,0.5,1.85,0.17,0,at_risk
STU0777,72.74,89.76,37.17,3.5,0.05,0.0,1.0,0.44,0.5,2.23,0.01,2,proficient
STU0778,88.74,72.89,28.95,2.74,0.0,0.51,58.3,18.72,45.88,1.61,0.4,2,proficient
STU0779,51.05,59.94,13.16,3.47,0.24,0.41,1.0,6.55,0.5,1.84,0.04,1,developing
STU0780,2.82,0.0,32.96,3.11,0.29,0.0,19.8,20.31,2.66,1.37,-0.0,0,at_risk
STU0781,58.98,40.45,0.0,3.53,0.06,0.38,110.82,0.0,60.0,1.0,0.16,2,proficient
STU0782,5.36,26.34,16.64,2.93,0.04,0.0,49.13,0.0,48.52,1.0,-0.4,0,at_risk
STU0783,100.0,100.0,61.61,3.91,0.0,1.25,1.0,0.0,0.5,2.23,0.1,3,advanced
STU0784,48.89,39.72,0.0,2.55,0.16,0.46,109.17,0.0,60.0,1.06,0.07,2,proficient
STU0785,84.1,78.21,25.02,3.7,0.22,0.19,1.0,0.0,0.5,2.01,-0.26,3,advanced
STU0786,19.24,30.0,0.0,3.3,0.0,0.65,1.0,23.38,0.5,1.31,-0.67,0,at_risk
STU0787,0.0,0.0,23.55,2.41,0.0,0.0,33.21,5.23,35.21,1.0,-0.3,0,at_risk
STU0788,100.0,94.46,42.87,4.33,0.0,0.72,108.69,0.0,60.0,1.49,-0.27,2,proficient
STU0789,65.23,68.46,61.48,3.82,0.12,0.78,9.42,27.72,0.5,2.86,0.1,2,proficient
STU0790,6.3,0.0,26.08,2.24,0.18,0.2,37.3,0.0,39.7,1.95,-0.02,0,at_risk
STU0791,68.95,62.98,47.12,3.14,0.09,0.64,140.31,0.0,60.0,1.44,0.23,2,proficient
STU0792,36.42,5.31,48.95,3.8,0.25,0.13,27.27,44.07,2.27,2.65,-0.07,0,at_risk
STU0793,19.24,5.34,55.27,3.21,0.21,0.08,31.27,3.91,13.23,2.14,0.05,0,at_risk
STU0794,63.31,52.14,20.75,4.56,0.3,0.49,1.22,5.31,0.5,2.06,-0.45,1,developing
STU0795,7.34,0.0,27.7,2.86,0.31,0.0,1.0,43.13,0.5,2.39,0.5,0,at_risk
STU0796,33.28,22.84,17.41,2.26,0.0,0.36,60.47,18.97,48.84,1.3,0.12,1,developing
STU0797,39.1,34.69,29.94,3.72,0.27,0.0,1.0,20.84,0.5,1.89,0.22,1,developing
STU0798,59.38,51.16,52.86,2.98,0.34,0.05,60.24,43.91,28.58,2.75,0.27,2,proficient
STU0799,88.1,76.31,15.67,3.74,0.3,0.04,1.0,10.78,0.5,1.7,0.14,3,advanced
STU0800,32.79,0.0,19.64,3.12,0.06,0.0,1.0,0.0,0.5,1.34,0.31,0,at_risk
STU0801,29.66,3.03,42.47,3.31,0.17,0.0,1.0,9.12,0.5,1.9,0.08,0,at_risk
STU0802,63.62,55.88,50.9,3.3,0.12,0.18,33.77,18.26,18.54,2.29,0.3,2,proficient
STU0803,61.68,42.67,58.69,2.56,0.0,0.25,66.76,0.0,48.33,1.32,-0.2,2,proficient
STU0804,81.78,83.51,32.17,3.04,0.0,0.85,75.22,0.0,60.0,1.32,-0.23,3,advanced
STU0805,66.72,46.26,24.45,3.27,0.02,0.44,118.04,0.0,60.0,1.0,-0.2,2,proficient
STU0806,34.18,28.47,28.32,2.39,0.0,0.08,38.77,0.0,21.72,1.13,0.17,1,developing
STU0807,62.06,39.99,35.09,2.6,0.24,0.27,1.0,4.51,0.5,1.75,-0.09,2,proficient
STU0808,17.56,17.44,1.0,2.13,0.0,0.35,14.37,35.93,13.66,1.53,-0.23,0,at_risk
STU0809,51.8,38.76,20.95,3.39,0.0,0.0,1.0,35.83,0.5,1.74,-0.3,1,developing
STU0810,72.29,61.41,39.71,2.8,0.1,0.15,11.19,18.9,0.5,2.22,0.16,2,proficient
STU0811,27.77,6.28,20.1,3.19,0.07,0.14,93.32,3.99,60.0,1.69,0.32,1,developing
STU0812,65.46,39.68,31.72,2.73,0.18,0.0,28.03,0.0,22.36,1.26,-0.0,2,proficient
STU0813,54.49,30.32,50.87,3.11,0.0,0.9,57.23,7.42,47.67,2.43,-0.06,2,proficient
STU0814,64.12,39.88,30.43,3.12,0.12,0.32,61.92,14.96,39.63,1.61,-0.21,2,proficient
STU0815,45.47,52.66,0.0,3.03,0.21,0.17,46.73,6.1,46.91,1.14,-0.03,1,developing
STU0816,8.06,0.0,29.53,3.19,0.33,0.0,66.67,10.27,60.0,2.02,-0.28,0,at_risk
STU0817,62.92,53.09,49.47,3.07,0.05,0.74,34.24,24.44,12.44,2.8,-0.16,2,proficient
STU0818,35.64,50.16,7.48,3.8,0.25,0.22,1.0,6.96,0.5,1.98,0.33,0,at_risk
STU0819,33.54,36.95,44.56,3.5,0.19,0.0,1.0,0.0,0.5,1.89,0.07,1,developing
STU0820,87.83,83.93,0.0,2.28,0.06,0.33,22.18,0.0,17.68,1.0,-0.01,3,advanced
STU0821,59.41,75.11,0.0,3.61,0.1,0.62,7.17,22.77,3.95,1.39,-0.19,2,proficient
STU0822,46.73,45.29,0.0,3.18,0.14,0.23,84.7,22.87,60.0,1.45,-0.11,2,proficient
STU0823,65.77,28.65,29.09,2.58,0.27,0.18,39.81,30.35,29.51,1.76,-0.08,2,proficient
STU0824,43.9,8.12,12.99,3.07,0.07,0.0,74.43,5.94,60.0,1.2,-0.25,1,developing
STU0825,67.34,52.64,7.3,3.5,0.34,0.62,73.94,6.82,51.15,2.27,0.46,2,proficient
STU0826,99.52,85.15,6.42,2.94,0.0,0.29,129.31,0.0,60.0,1.17,-0.24,3,advanced
STU0827,100.0,100.0,31.38,3.16,0.19,0.61,8.89,25.21,1.17,2.32,-0.38,3,advanced
STU0828,17.41,10.22,6.81,2.9,0.23,0.33,76.33,0.0,60.0,1.59,-0.03,0,at_risk
STU0829,99.22,96.47,90.92,3.47,0.29,0.46,44.34,32.35,23.05,3.49,0.06,2,proficient
STU0830,94.62,51.73,3.83,3.67,0.12,0.51,51.23,16.37,37.12,1.74,0.22,2,proficient
STU0831,89.98,100.0,37.16,3.41,0.0,0.27,32.22,13.72,14.72,1.99,-0.08,3,advanced
STU0832,48.58,43.43,15.99,2.97,0.0,0.0,8.99,0.0,11.48,1.0,-0.07,1,developing
STU0833,83.31,83.03,24.93,3.09,0.13,0.64,108.01,31.26,60.0,2.13,0.04,3,advanced
STU0834,85.46,90.75,30.87,2.75,0.0,0.48,68.25,0.0,57.7,1.35,-0.4,3,advanced
STU0835,86.56,71.6,73.81,2.99,0.0,0.13,43.07,0.0,21.44,2.09,-0.02,2,proficient
STU0836,51.87,16.6,45.91,3.09,0.36,0.0,1.0,25.98,0.5,2.05,-0.32,2,proficient
STU0837,99.36,100.0,0.0,3.27,0.32,0.49,31.73,0.0,26.34,1.0,0.01,3,advanced
STU0838,0.0,0.0,42.77,2.28,0.0,0.28,40.06,0.0,37.95,1.72,-0.06,0,at_risk
STU0839,27.17,11.93,33.39,2.96,0.23,0.0,1.0,13.31,0.5,1.6,-0.44,0,at_risk
STU0840,54.41,44.59,48.51,3.16,0.08,0.63,1.0,18.11,0.5,2.06,-0.32,2,proficient
STU0841,76.99,66.88,33.91,2.77,0.03,0.02,63.26,0.0,60.0,1.0,-0.35,2,proficient
STU0842,100.0,87.59,2.93,3.51,0.03,0.12,3.03,46.14,0.5,1.25,0.24,3,advanced
STU0843,71.93,51.06,8.53,3.56,0.07,0.0,106.44,0.0,60.0,1.3,-0.32,2,proficient
STU0844,84.43,65.27,0.0,3.19,0.14,0.18,34.51,22.74,34.27,1.02,0.02,2,proficient
STU0845,59.68,11.88,51.31,3.32,0.13,0.39,5.0,18.73,0.5,2.39,0.55,2,proficient
STU0846,24.36,3.81,5.06,3.13,0.0,0.06,53.71,14.74,38.07,1.47,0.13,0,at_risk
STU0847,78.42,75.04,39.53,3.69,0.42,0.15,76.26,16.64,56.7,1.97,-0.14,2,proficient
STU0848,24.29,8.29,0.0,2.9,0.01,0.0,1.0,0.0,0.5,1.0,0.09,0,at_risk
STU0849,60.5,60.8,69.54,2.98,0.01,0.57,57.42,6.54,44.16,2.13,-0.07,2,proficient
STU0850,54.46,31.08,34.76,3.75,0.2,0.19,13.12,18.28,5.91,2.2,-0.07,2,proficient
STU0851,63.45,61.78,0.45,3.32,0.0,0.33,62.81,7.86,56.83,1.0,0.16,2,proficient
STU0852,95.7,86.06,42.13,3.79,0.0,0.24,97.5,18.58,60.0,1.4,-0.13,2,proficient
STU0853,36.35,32.52,1.04,2.69,0.0,0.43,15.32,0.0,15.41,1.0,-0.54,1,developing
STU0854,24.05,4.07,36.1,2.68,0.35,0.46,59.28,21.33,53.47,2.12,-0.1,0,at_risk
STU0855,58.86,60.63,46.44,2.94,0.0,0.48,66.63,0.61,38.35,1.81,0.05,2,proficient
STU0856,100.0,79.64,32.03,3.22,0.31,0.5,19.62,20.56,0.7,1.94,-0.23,3,advanced
STU0857,100.0,100.0,41.81,3.25,0.14,0.65,68.1,9.38,54.8,2.1,-0.3,3,advanced
STU0858,35.69,0.0,90.86,3.35,0.01,0.0,1.0,39.83,0.5,2.88,0.11,0,at_risk
STU0859,78.32,67.61,0.0,3.23,0.0,0.3,106.37,0.0,60.0,1.0,-0.32,2,proficient
STU0860,75.75,63.98,46.47,2.95,0.12,0.61,14.64,22.87,0.5,2.61,-0.04,2,proficient
STU0861,65.12,55.44,28.96,3.32,0.18,0.0,91.33,0.0,60.0,1.25,0.02,2,proficient
STU0862,100.0,62.73,30.47,2.45,0.07,0.42,139.19,10.88,60.0,1.79,-0.18,2,proficient
STU0863,12.09,7.51,0.0,3.62,0.07,0.42,1.0,11.04,0.5,1.0,-0.29,0,at_risk
STU0864,65.45,42.16,0.0,3.79,0.23,0.28,99.28,8.12,60.0,1.43,-0.36,2,proficient
STU0865,100.0,100.0,33.85,3.69,0.05,0.88,1.0,0.0,0.5,1.51,-0.01,3,advanced
STU0866,13.94,33.53,49.31,2.86,0.01,0.46,97.45,31.55,60.0,1.89,-0.42,1,developing
STU0867,18.61,16.56,25.54,2.95,0.21,0.53,1.0,1.9,0.5,1.57,-0.3,0,at_risk
STU0868,84.0,55.03,31.1,3.43,0.02,0.54,20.27,29.88,4.99,2.24,0.18,2,proficient
STU0869,35.24,0.0,42.7,3.09,0.19,0.0,2.92,50.85,0.5,2.73,-0.06,0,at_risk
STU0870,43.88,30.05,4.94,3.4,0.31,0.39,26.81,0.0,24.99,2.08,-0.12,1,developing
STU0871,42.69,25.11,14.62,1.96,0.09,0.0,1.0,17.09,0.5,1.32,0.26,1,developing
STU0872,12.09,0.0,33.48,3.47,0.0,0.0,28.97,0.0,31.52,1.0,-0.13,0,at_risk
STU0873,90.92,99.23,36.19,3.11,0.0,0.42,73.39,0.0,43.52,1.98,-0.01,3,advanced
STU0874,42.58,46.81,68.27,1.84,0.1,0.0,60.92,13.19,47.44,1.94,-0.54,2,proficient
STU0875,40.49,37.8,54.57,2.56,0.23,0.0,44.55,6.07,29.67,2.33,-0.32,1,developing
STU0876,33.69,27.62,94.09,2.59,0.41,0.96,25.21,23.67,0.5,3.43,-0.3,1,developing
STU0877,51.57,65.59,6.07,3.08,0.0,0.32,41.45,0.0,36.99,1.0,-0.1,2,proficient
STU0878,52.97,48.82,34.27,3.63,0.22,0.35,85.86,23.37,60.0,2.32,-0.51,2,proficient
STU0879,92.48,85.38,35.36,3.43,0.05,0.5,20.31,26.05,3.85,2.02,-0.27,3,advanced
STU0880,61.79,55.63,41.56,2.73,0.0,0.38,106.26,0.0,60.0,1.21,-0.16,2,proficient
STU0881,42.05,11.82,60.07,2.73,0.0,0.35,1.0,0.0,0.5,1.62,0.13,0,at_risk
STU0882,44.89,74.84,12.35,3.04,0.0,0.33,51.12,23.0,31.98,1.55,-0.1,2,proficient
STU0883,71.22,62.24,48.59,2.85,0.33,0.76,1.0,0.0,0.5,2.49,-0.28,2,proficient
STU0884,44.02,42.06,23.78,3.24,0.0,0.33,1.0,0.0,0.5,1.29,-0.11,1,developing
STU0885,31.59,18.09,25.69,2.48,0.0,0.15,1.0,25.04,0.5,1.23,0.18,0,at_risk
STU0886,49.57,47.03,12.57,3.56,0.17,0.0,1.0,0.0,0.5,1.24,0.1,1,developing
STU0887,50.33,23.56,12.61,3.67,0.04,0.13,1.0,9.88,0.5,1.71,0.18,1,developing
STU0888,39.14,28.26,10.64,2.52,0.0,0.11,48.41,5.23,42.61,1.33,-0.12,1,developing
STU0889,74.66,38.29,0.0,3.55,0.0,0.02,28.47,17.88,49.06,1.0,-0.02,2,proficient
STU0890,64.74,48.65,64.14,2.67,0.13,0.0,47.31,13.39,42.23,1.6,-0.21,2,proficient
STU0891,78.19,74.24,38.45,2.84,0.0,0.78,48.59,11.5,30.79,1.56,0.08,2,proficient
STU0892,68.73,95.12,0.0,3.62,0.0,0.44,70.93,0.0,60.0,1.0,-0.43,3,advanced
STU0893,65.24,73.42,24.03,3.3,0.11,0.36,1.0,23.95,0.5,2.07,-0.26,2,proficient
STU0894,40.23,28.58,0.0,2.46,0.0,0.24,10.31,0.0,10.75,1.0,-0.3,1,developing
STU0895,100.0,100.0,68.83,3.86,0.0,0.15,1.0,21.46,0.5,2.14,-0.1,2,proficient
STU0896,46.76,41.92,34.17,2.76,0.18,0.0,23.29,22.76,7.07,1.85,0.06,1,developing
STU0897,28.42,13.62,41.36,3.91,0.23,0.26,25.97,0.0,13.46,1.91,0.05,0,at_risk
STU0898,57.28,54.1,19.68,3.21,0.0,0.05,89.66,7.68,60.0,1.8,-0.42,2,proficient
STU0899,20.97,38.45,18.03,2.93,0.0,0.22,38.58,0.0,33.88,1.0,-0.16,1,developing
STU0900,20.68,31.08,44.73,2.83,0.04,0.03,1.0,0.0,0.5,2.15,0.19,0,at_risk
STU0901,81.51,78.07,1.39,3.3,0.24,0.0,67.09,49.04,60.0,2.37,-0.02,3,advanced
STU0902,82.5,62.33,60.71,3.51,0.17,0.83,18.22,9.24,0.5,2.17,0.05,2,proficient
STU0903,2.91,10.24,16.51,2.74,0.0,0.0,37.36,15.32,28.7,1.02,-0.05,0,at_risk
STU0904,32.43,24.45,28.19,3.2,0.23,0.0,1.0,0.0,0.5,2.05,0.46,1,developing
STU0905,48.11,11.74,0.0,2.98,0.04,0.49,75.93,10.05,60.0,1.0,-0.16,1,developing
STU0906,74.47,71.4,2.25,3.57,0.17,0.0,1.0,14.99,0.5,1.96,0.09,2,proficient
STU0907,39.41,30.32,28.13,2.79,0.0,0.31,66.48,17.16,60.0,1.34,0.22,1,developing
STU0908,27.14,2.69,0.0,2.95,0.0,0.13,34.61,0.0,39.29,1.0,-0.62,0,at_risk
STU0909,24.77,4.05,67.35,3.05,0.21,0.0,61.64,41.84,27.33,2.49,0.14,1,developing
STU0910,72.91,53.39,26.64,2.99,0.1,0.71,13.64,25.53,0.5,1.82,0.12,2,proficient
STU0911,81.13,85.1,0.0,3.13,0.2,0.48,1.0,11.6,0.5,2.03,0.3,3,advanced
STU0912,71.72,83.56,30.33,3.56,0.34,0.6,19.76,0.0,6.22,2.08,0.18,2,proficient
STU0913,68.77,51.38,0.0,3.1,0.02,0.11,68.08,36.66,60.0,1.1,-0.24,2,proficient
STU0914,57.51,35.76,36.28,3.36,0.14,0.35,48.4,0.0,41.51,1.24,-0.34,2,proficient
STU0915,21.11,18.93,14.54,2.32,0.12,0.0,28.6,11.97,33.19,1.75,-0.42,0,at_risk
STU0916,52.27,39.03,42.44,3.22,0.05,0.0,1.0,22.76,0.5,2.23,-0.07,2,proficient
STU0917,34.37,8.88,39.21,2.62,0.36,0.0,37.21,47.37,27.37,2.49,-0.24,0,at_risk
STU0918,12.9,15.93,61.84,2.74,0.0,0.0,1.0,0.0,0.5,1.57,0.04,0,at_risk
STU0919,41.98,24.06,69.5,3.13,0.0,0.0,1.0,0.0,0.5,1.42,-0.03,2,proficient
STU0920,92.73,72.85,93.76,2.93,0.12,0.28,56.68,20.08,29.75,2.63,-0.23,2,proficient
STU0921,100.0,100.0,66.61,2.72,0.04,0.52,96.43,0.0,60.0,1.17,0.01,2,proficient
STU0922,23.13,1.12,17.78,2.6,0.0,0.0,1.0,19.38,0.5,1.27,0.13,0,at_risk
STU0923,35.61,14.01,34.78,3.55,0.0,0.0,1.0,0.0,0.5,1.05,-0.15,0,at_risk
STU0924,12.12,4.49,50.92,2.48,0.0,0.1,70.91,0.0,57.03,1.48,-0.14,1,developing
STU0925,0.0,0.0,56.36,2.85,0.0,0.0,67.54,29.27,58.33,1.98,-0.27,0,at_risk
STU0926,47.89,37.72,44.22,3.75,0.3,0.0,20.64,28.33,10.88,2.15,0.68,1,developing
STU0927,16.0,0.0,31.76,3.9,0.01,0.0,42.56,10.28,32.49,1.68,0.03,0,at_risk
STU0928,84.35,95.07,40.22,3.39,0.13,0.67,43.37,7.55,34.16,2.49,-0.41,3,advanced
STU0929,54.12,34.53,22.6,3.34,0.21,0.16,1.0,0.0,0.5,1.0,0.17,1,developing
STU0930,69.27,80.43,22.33,2.35,0.11,0.86,93.99,0.0,60.0,1.44,-0.41,3,advanced
STU0931,82.12,54.58,13.23,2.84,0.0,0.23,103.7,0.0,60.0,1.22,0.3,2,proficient
STU0932,34.69,18.42,41.82,3.75,0.05,0.0,32.1,22.88,21.84,1.69,0.2,0,at_risk
STU0933,69.47,48.58,36.51,2.64,0.18,0.17,28.17,9.01,16.01,2.11,0.13,2,proficient
STU0934,49.19,51.96,37.37,2.94,0.06,0.17,50.66,1.34,35.7,2.24,0.18,2,proficient
STU0935,31.3,31.18,26.09,3.23,0.11,0.56,33.07,11.03,28.69,1.82,-0.1,1,developing
STU0936,63.13,52.65,31.78,2.94,0.0,0.0,1.0,0.0,0.5,1.14,-0.12,2,proficient
STU0937,0.0,0.0,40.97,3.03,0.38,0.0,69.3,7.72,58.49,1.63,-0.16,0,at_risk
STU0938,65.27,53.83,52.86,3.21,0.02,0.02,67.2,0.0,58.53,2.03,-0.42,2,proficient
STU0939,87.38,100.0,36.69,3.54,0.26,0.52,45.01,0.0,30.56,2.04,0.05,3,advanced
STU0940,85.38,64.33,22.98,4.12,0.12,0.41,28.73,0.0,30.95,1.28,-0.33,2,proficient
STU0941,40.48,0.76,14.27,2.72,0.17,0.0,69.65,37.98,60.0,1.63,-0.05,1,developing
STU0942,8.66,0.0,0.0,3.32,0.49,0.28,1.0,12.28,0.5,1.75,-0.23,0,at_risk
STU0943,61.09,32.96,7.51,3.51,0.0,0.29,1.0,31.43,0.5,1.52,0.02,2,proficient
STU0944,37.08,30.36,41.98,3.48,0.24,0.11,6.75,57.09,0.5,2.43,-0.03,1,developing
STU0945,43.9,32.86,0.0,3.0,0.35,0.45,1.0,32.28,0.5,1.71,0.08,1,developing
STU0946,28.37,12.26,68.98,2.87,0.0,0.0,15.58,25.52,0.5,1.89,0.2,0,at_risk
STU0947,57.4,36.86,66.0,3.2,0.11,0.24,1.0,0.75,0.5,2.1,0.33,2,proficient
STU0948,60.27,64.38,28.02,3.64,0.17,0.34,22.79,0.0,16.23,1.6,-0.21,1,developing
STU0949,86.6,58.23,28.01,3.74,0.18,0.31,49.34,12.54,25.14,1.86,0.38,2,proficient
STU0950,34.3,20.49,10.54,3.07,0.0,0.21,31.46,19.68,18.44,1.35,-0.18,1,developing
STU0951,67.32,46.07,61.27,3.67,0.0,0.0,2.82,52.27,0.5,3.14,-0.2,2,proficient
STU0952,24.51,5.09,0.91,2.97,0.0,0.0,66.98,26.98,60.0,1.24,-0.12,0,at_risk
STU0953,39.11,15.52,39.9,2.58,0.0,0.4,117.3,17.63,60.0,1.57,-0.47,1,developing
STU0954,71.96,71.63,33.22,3.12,0.24,0.04,2.88,0.0,0.5,1.33,-0.25,2,proficient
STU0955,32.92,20.01,0.0,3.19,0.27,0.19,86.97,39.05,60.0,1.58,-0.17,1,developing
STU0956,76.45,61.32,0.0,3.55,0.0,0.0,35.71,0.0,31.28,1.0,0.1,2,proficient
STU0957,20.41,31.12,0.0,4.01,0.05,0.14,1.0,0.0,0.5,1.0,-0.3,0,at_risk
STU0958,25.79,34.3,20.54,3.71,0.03,0.0,37.35,0.0,25.04,1.38,-0.37,1,developing
STU0959,0.0,19.92,0.0,3.1,0.07,0.0,1.0,7.51,0.5,1.0,-0.29,0,at_risk
STU0960,74.93,55.24,0.0,2.75,0.0,0.54,1.0,0.0,0.5,1.0,0.18,2,proficient
STU0961,40.84,41.3,25.6,3.04,0.44,0.0,75.24,32.09,58.52,2.76,-0.46,1,developing
STU0962,38.37,10.86,42.02,2.6,0.14,0.0,10.36,18.82,0.5,1.62,0.61,0,at_risk
STU0963,39.4,0.0,9.23,2.6,0.2,0.11,53.25,7.22,46.06,1.23,-0.11,0,at_risk
STU0964,78.57,74.62,47.8,3.44,0.25,0.54,52.53,35.31,25.3,2.47,-0.33,2,proficient
STU0965,59.24,21.72,49.98,3.1,0.28,0.0,23.81,36.23,16.74,2.23,0.06,2,proficient
STU0966,62.55,59.25,22.22,3.75,0.0,0.02,41.98,5.3,45.55,1.5,-0.16,2,proficient
STU0967,92.33,72.17,66.66,4.03,0.34,0.51,19.63,0.0,0.5,2.11,-0.15,2,proficient
STU0968,18.56,2.64,22.63,3.14,0.0,0.32,5.15,0.0,1.38,1.81,0.03,0,at_risk
STU0969,43.08,10.64,25.75,3.22,0.04,0.0,1.0,29.85,0.5,1.28,0.11,0,at_risk
STU0970,18.92,31.67,24.41,3.42,0.0,0.25,5.65,16.46,5.4,1.43,-0.31,0,at_risk
STU0971,76.92,66.89,8.96,2.9,0.0,0.04,94.29,0.15,60.0,1.15,-0.34,2,proficient
STU0972,56.65,44.88,53.04,2.46,0.0,0.0,26.86,23.4,11.23,1.69,0.15,2,proficient
STU0973,85.48,74.97,56.01,2.79,0.3,1.25,79.85,0.0,50.58,2.43,-0.13,2,proficient
STU0974,91.51,91.38,14.66,3.35,0.0,0.34,22.32,18.05,29.59,1.03,-0.63,3,advanced
STU0975,46.57,14.25,34.15,3.44,0.35,0.23,13.96,0.0,4.01,1.7,0.16,2,proficient
STU0976,32.84,17.25,0.0,2.17,0.0,0.0,48.99,0.0,55.46,1.0,-1.0,1,developing
STU0977,98.5,73.92,29.95,2.73,0.23,0.49,27.33,1.23,26.53,1.72,-0.09,3,advanced
STU0978,25.94,0.0,25.13,3.19,0.28,0.0,1.0,1.01,0.5,1.33,-0.01,0,at_risk
STU0979,65.91,42.97,61.88,3.34,0.07,0.79,103.47,32.34,54.15,3.22,0.24,2,proficient
STU0980,100.0,100.0,83.29,3.69,0.34,1.47,62.36,0.0,24.85,3.16,0.05,2,proficient
STU0981,16.91,0.0,5.51,3.39,0.35,0.31,56.14,20.85,35.51,1.72,-0.13,0,at_risk
STU0982,39.1,31.01,38.81,3.44,0.07,0.0,1.0,5.62,0.5,1.33,0.06,1,developing
STU0983,62.42,54.06,57.89,2.86,0.0,0.21,10.05,14.43,0.5,2.18,-0.04,2,proficient
STU0984,60.19,44.1,22.29,3.24,0.13,0.22,105.94,0.0,60.0,1.0,-0.07,2,proficient
STU0985,20.79,7.67,12.51,3.17,0.0,0.0,72.8,13.1,60.0,1.15,0.25,0,at_risk
STU0986,46.86,27.3,10.24,2.93,0.0,0.0,1.0,0.0,0.5,1.0,-0.15,1,developing
STU0987,91.45,100.0,24.6,3.05,0.0,0.71,43.56,0.0,26.3,1.22,-0.08,3,advanced
STU0988,14.86,21.34,2.34,2.97,0.0,0.0,1.0,0.0,10.84,1.0,-0.39,0,at_risk
STU0989,32.76,33.01,60.55,3.13,0.21,0.4,78.43,0.0,60.0,2.24,-0.37,1,developing
STU0990,27.59,5.63,5.49,2.88,0.11,0.32,71.08,0.0,59.99,1.56,0.06,0,at_risk
STU0991,56.28,54.55,27.33,3.39,0.05,0.33,1.0,0.0,0.5,1.36,-0.29,1,developing
STU0992,38.02,5.81,46.93,3.03,0.0,0.0,36.46,0.0,24.26,1.16,0.05,0,at_risk
STU0993,11.28,10.94,0.0,3.03,0.07,0.0,1.0,0.0,0.5,1.0,0.19,0,at_risk
STU0994,46.13,37.71,0.0,2.85,0.0,0.0,20.64,0.0,38.03,1.0,-0.19,1,developing
